Customer_ID,Already_Buys,Recommendation_1,Score_1,Recommendation_2,Score_2,Recommendation_3,Score_3
CUST_00902,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_00903,"Electronics, Fashion, Food, Toys",Sports,0.2314,Home & Garden,0.2183,Books,0.2165
CUST_00904,"Electronics, Sports, Toys",Home & Garden,0.2246,Food,0.2238,Fashion,0.2169
CUST_00905,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_00906,"Fashion, Food, Sports, Toys",Home & Garden,0.2155,Electronics,0.2151,Books,0.2147
CUST_00907,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_00908,"Electronics, Fashion, Home & Garden",Toys,0.229,Sports,0.2235,Books,0.2125
CUST_00909,"Beauty, Books, Electronics, Food, Home & Garden, Sports",Toys,0.224,Fashion,0.215,,0.0
CUST_00910,"Books, Home & Garden",Toys,0.2257,Electronics,0.2185,Fashion,0.2173
CUST_00911,"Fashion, Food, Sports",Toys,0.2206,Beauty,0.2159,Books,0.2145
CUST_00912,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_00913,"Beauty, Fashion, Food, Home & Garden, Toys",Sports,0.2269,Electronics,0.2155,Books,0.2124
CUST_00914,"Books, Electronics, Fashion, Home & Garden, Toys",Sports,0.2196,Food,0.2114,Beauty,0.2094
CUST_00915,"Books, Toys",Electronics,0.2242,Food,0.2195,Fashion,0.2194
CUST_00916,"Beauty, Food, Home & Garden, Sports, Toys",Electronics,0.2198,Fashion,0.2161,Books,0.2088
CUST_00917,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_00918,"Fashion, Food, Home & Garden, Sports",Toys,0.2245,Beauty,0.2141,Electronics,0.2122
CUST_00919,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_00920,"Beauty, Electronics, Fashion, Home & Garden",Toys,0.2244,Sports,0.2222,Books,0.2113
CUST_00921,"Beauty, Books, Electronics, Toys",Home & Garden,0.2176,Sports,0.2173,Food,0.2161
CUST_00922,"Electronics, Food, Home & Garden, Sports, Toys",Beauty,0.2157,Fashion,0.2155,Books,0.2099
CUST_00923,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_00924,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_00925,"Beauty, Home & Garden, Sports",Food,0.2243,Toys,0.223,Electronics,0.221
CUST_00926,"Books, Electronics, Sports, Toys",Food,0.2215,Home & Garden,0.2187,Fashion,0.2186
CUST_00927,"Beauty, Electronics, Fashion, Home & Garden, Toys",Sports,0.2222,Food,0.2135,Books,0.2121
CUST_00928,"Fashion, Food",Sports,0.2403,Toys,0.2199,Books,0.219
CUST_00929,"Fashion, Sports, Toys",Food,0.2289,Home & Garden,0.2201,Electronics,0.2199
CUST_00930,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_00931,"Electronics, Fashion, Food, Sports",Toys,0.2243,Beauty,0.2159,Books,0.2141
CUST_00932,"Books, Fashion, Food, Sports, Toys",Electronics,0.2146,Beauty,0.2132,Home & Garden,0.2127
CUST_00933,"Fashion, Food, Home & Garden, Sports, Toys",Electronics,0.2169,Beauty,0.2134,Books,0.212
CUST_00934,"Beauty, Fashion, Sports, Toys",Food,0.2279,Electronics,0.2189,Home & Garden,0.2173
CUST_00935,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_00936,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_00937,"Beauty, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2158,Books,0.2132,,0.0
CUST_00938,"Fashion, Home & Garden, Toys",Sports,0.2232,Electronics,0.2203,Food,0.214
CUST_00939,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_00940,"Beauty, Electronics, Food, Sports",Toys,0.2232,Fashion,0.2139,Home & Garden,0.2119
CUST_00941,"Electronics, Food, Sports, Toys",Home & Garden,0.2188,Beauty,0.2175,Fashion,0.2166
CUST_00942,"Beauty, Books, Sports, Toys",Food,0.2276,Electronics,0.2218,Fashion,0.2194
CUST_00943,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_00944,"Beauty, Toys",Electronics,0.2257,Food,0.2248,Home & Garden,0.2225
CUST_00945,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_00946,"Beauty, Fashion, Food, Sports",Toys,0.2181,Books,0.2128,Electronics,0.2101
CUST_00947,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_00948,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_00949,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_00950,"Beauty, Books, Electronics, Home & Garden",Toys,0.2244,Sports,0.215,Food,0.2104
CUST_00951,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_00952,"Beauty, Food",Sports,0.2324,Toys,0.2176,Books,0.211
CUST_00953,"Beauty, Fashion, Food, Home & Garden, Toys",Sports,0.2269,Electronics,0.2155,Books,0.2124
CUST_00954,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_00955,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_00956,"Food, Home & Garden, Sports",Toys,0.2276,Fashion,0.2204,Beauty,0.2174
CUST_00957,"Books, Home & Garden, Toys",Electronics,0.2242,Fashion,0.2166,Sports,0.2136
CUST_00958,"Food, Home & Garden",Toys,0.2305,Sports,0.2297,Beauty,0.2168
CUST_00959,"Books, Toys",Electronics,0.2242,Food,0.2195,Fashion,0.2194
CUST_00960,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_00961,"Books, Electronics",Toys,0.2253,Sports,0.2143,Home & Garden,0.2128
CUST_00962,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_00963,"Beauty, Home & Garden, Sports, Toys",Electronics,0.2246,Food,0.2244,Fashion,0.2162
CUST_00964,"Beauty, Fashion, Food",Sports,0.2331,Toys,0.2168,Books,0.2152
CUST_00965,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_00966,"Electronics, Home & Garden, Sports",Toys,0.2313,Food,0.2162,Fashion,0.2155
CUST_00967,"Fashion, Food, Home & Garden, Sports, Toys",Electronics,0.2169,Beauty,0.2134,Books,0.212
CUST_00968,"Beauty, Books, Electronics, Fashion, Toys",Sports,0.2207,Home & Garden,0.2163,Food,0.2161
CUST_00969,"Electronics, Home & Garden, Sports, Toys",Food,0.2183,Fashion,0.2154,Beauty,0.2134
CUST_00970,"Books, Fashion, Home & Garden, Sports, Toys",Food,0.2205,Electronics,0.2193,Beauty,0.21
CUST_00971,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_00972,"Beauty, Sports, Toys",Food,0.2319,Electronics,0.2248,Home & Garden,0.2194
CUST_00973,"Beauty, Books, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2138,,0.0,,0.0
CUST_00974,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_00975,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_00976,"Fashion, Sports, Toys",Food,0.2289,Home & Garden,0.2201,Electronics,0.2199
CUST_00977,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_00978,"Fashion, Food, Sports",Toys,0.2206,Beauty,0.2159,Books,0.2145
CUST_00979,"Beauty, Food, Home & Garden, Sports",Toys,0.2234,Fashion,0.2164,Electronics,0.2159
CUST_00980,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_00981,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_00982,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_00983,"Books, Food, Sports",Fashion,0.2246,Toys,0.2206,Beauty,0.217
CUST_00984,"Books, Food, Home & Garden, Toys",Sports,0.2217,Electronics,0.2183,Fashion,0.2164
CUST_00985,"Books, Fashion, Sports",Food,0.2255,Toys,0.2175,Electronics,0.2123
CUST_00986,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_00987,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_00988,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_00989,"Electronics, Sports, Toys",Home & Garden,0.2246,Food,0.2238,Fashion,0.2169
CUST_00990,"Books, Electronics, Fashion, Home & Garden, Sports, Toys",Food,0.2172,Beauty,0.2109,,0.0
CUST_00991,"Books, Fashion, Sports",Food,0.2255,Toys,0.2175,Electronics,0.2123
CUST_00992,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_00993,"Beauty, Books, Electronics, Food, Toys",Sports,0.2231,Home & Garden,0.2144,Fashion,0.212
CUST_00994,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_00995,"Books, Food, Home & Garden, Toys",Sports,0.2217,Electronics,0.2183,Fashion,0.2164
CUST_00996,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_00997,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_00998,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_00999,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_01000,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_01001,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01002,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_01003,"Fashion, Food",Sports,0.2403,Toys,0.2199,Books,0.219
CUST_01004,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01005,"Electronics, Fashion, Food, Toys",Sports,0.2314,Home & Garden,0.2183,Books,0.2165
CUST_01006,"Beauty, Electronics, Sports",Food,0.2239,Toys,0.2227,Home & Garden,0.2154
CUST_01007,"Electronics, Home & Garden",Toys,0.2359,Sports,0.218,Beauty,0.2123
CUST_01008,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_01009,"Beauty, Electronics, Fashion, Sports",Food,0.2219,Toys,0.2208,Home & Garden,0.2143
CUST_01010,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_01011,"Electronics, Fashion",Sports,0.2287,Toys,0.2254,Books,0.2182
CUST_01012,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_01013,"Beauty, Food, Toys",Sports,0.2289,Electronics,0.2173,Home & Garden,0.2155
CUST_01014,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_01015,"Beauty, Fashion, Home & Garden",Sports,0.222,Toys,0.2207,Food,0.2141
CUST_01016,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_01017,"Beauty, Books, Toys",Electronics,0.2214,Food,0.2213,Home & Garden,0.2154
CUST_01018,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_01019,"Beauty, Books, Electronics, Fashion, Food, Home & Garden, Toys",Sports,0.2233,,0.0,,0.0
CUST_01020,"Beauty, Books, Fashion, Food, Toys",Sports,0.2254,Electronics,0.2132,Home & Garden,0.2118
CUST_01021,"Books, Electronics, Food, Sports",Toys,0.2243,Fashion,0.2187,Beauty,0.2167
CUST_01022,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_01023,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01024,"Books, Food, Home & Garden, Toys",Sports,0.2217,Electronics,0.2183,Fashion,0.2164
CUST_01025,"Beauty, Toys",Electronics,0.2257,Food,0.2248,Home & Garden,0.2225
CUST_01026,"Electronics, Fashion, Food, Home & Garden, Sports",Toys,0.2267,Beauty,0.2145,Books,0.2115
CUST_01027,"Books, Fashion, Toys",Sports,0.2207,Food,0.2183,Electronics,0.2165
CUST_01028,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_01029,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_01030,"Books, Electronics, Toys",Home & Garden,0.2206,Sports,0.2168,Fashion,0.2133
CUST_01031,"Books, Electronics, Food, Home & Garden, Sports, Toys",Fashion,0.2168,Beauty,0.2144,,0.0
CUST_01032,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_01033,"Books, Electronics, Home & Garden, Toys",Sports,0.2159,Fashion,0.2127,Beauty,0.2107
CUST_01034,"Electronics, Food, Sports, Toys",Home & Garden,0.2188,Beauty,0.2175,Fashion,0.2166
CUST_01035,"Food, Home & Garden, Sports",Toys,0.2276,Fashion,0.2204,Beauty,0.2174
CUST_01036,"Beauty, Electronics, Fashion, Food, Sports",Toys,0.2216,Books,0.2128,Home & Garden,0.2118
CUST_01037,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_01038,"Food, Home & Garden, Toys",Sports,0.2271,Electronics,0.2201,Beauty,0.2148
CUST_01039,"Fashion, Food",Sports,0.2403,Toys,0.2199,Books,0.219
CUST_01040,"Books, Toys",Electronics,0.2242,Food,0.2195,Fashion,0.2194
CUST_01041,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_01042,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01043,"Beauty, Books, Electronics",Toys,0.2205,Sports,0.2157,Food,0.2133
CUST_01044,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_01045,"Electronics, Fashion, Food, Sports",Toys,0.2243,Beauty,0.2159,Books,0.2141
CUST_01046,"Books, Fashion, Food",Sports,0.2288,Toys,0.2183,Beauty,0.2123
CUST_01047,"Books, Electronics, Sports",Toys,0.2242,Food,0.2204,Fashion,0.2197
CUST_01048,"Books, Electronics, Home & Garden",Toys,0.229,Sports,0.2139,Fashion,0.2119
CUST_01049,"Beauty, Books, Electronics, Food, Home & Garden",Toys,0.2245,Sports,0.2213,Fashion,0.2112
CUST_01050,"Books, Electronics, Fashion, Food, Toys",Sports,0.2262,Home & Garden,0.2149,Beauty,0.2127
CUST_01051,"Beauty, Electronics, Fashion, Home & Garden, Toys",Sports,0.2222,Food,0.2135,Books,0.2121
CUST_01052,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_01053,"Beauty, Books, Fashion, Food, Home & Garden, Toys",Sports,0.2233,Electronics,0.215,,0.0
CUST_01054,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_01055,"Beauty, Electronics, Food",Sports,0.2292,Toys,0.2236,Books,0.2116
CUST_01056,"Electronics, Fashion, Food, Home & Garden, Toys",Sports,0.2277,Books,0.2135,Beauty,0.2129
CUST_01057,"Electronics, Fashion, Food",Sports,0.2345,Toys,0.2251,Books,0.2169
CUST_01058,"Beauty, Books, Electronics",Toys,0.2205,Sports,0.2157,Food,0.2133
CUST_01059,"Beauty, Books",Food,0.2197,Electronics,0.2143,Fashion,0.214
CUST_01060,"Beauty, Books, Sports",Food,0.2285,Fashion,0.2208,Electronics,0.2172
CUST_01061,"Beauty, Food, Toys",Sports,0.2289,Electronics,0.2173,Home & Garden,0.2155
CUST_01062,"Books, Electronics, Home & Garden, Sports, Toys",Food,0.2175,Fashion,0.2171,Beauty,0.2123
CUST_01063,"Books, Home & Garden",Toys,0.2257,Electronics,0.2185,Fashion,0.2173
CUST_01064,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_01065,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_01066,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_01067,"Beauty, Electronics, Food, Home & Garden, Sports, Toys",Fashion,0.2136,Books,0.2095,,0.0
CUST_01068,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_01069,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_01070,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_01071,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_01072,"Food, Sports",Fashion,0.2251,Toys,0.2233,Beauty,0.2217
CUST_01073,"Beauty, Electronics, Fashion, Home & Garden, Sports, Toys",Food,0.219,Books,0.211,,0.0
CUST_01074,"Books, Electronics",Toys,0.2253,Sports,0.2143,Home & Garden,0.2128
CUST_01075,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_01076,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_01077,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_01078,"Books, Electronics",Toys,0.2253,Sports,0.2143,Home & Garden,0.2128
CUST_01079,"Beauty, Books, Electronics, Home & Garden, Sports",Toys,0.2239,Food,0.2176,Fashion,0.2149
CUST_01080,"Books, Toys",Electronics,0.2242,Food,0.2195,Fashion,0.2194
CUST_01081,"Books, Electronics, Food, Sports",Toys,0.2243,Fashion,0.2187,Beauty,0.2167
CUST_01082,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_01083,Electronics,Toys,0.2355,Home & Garden,0.2243,Sports,0.2229
CUST_01084,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_01085,Books,Fashion,0.2236,Toys,0.2152,Food,0.2144
CUST_01086,"Books, Electronics, Fashion, Food, Home & Garden, Sports, Toys",Beauty,0.2129,,0.0,,0.0
CUST_01087,"Beauty, Electronics, Food, Toys",Sports,0.2274,Home & Garden,0.2177,Books,0.2125
CUST_01088,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_01089,"Beauty, Fashion",Sports,0.2265,Food,0.2203,Books,0.2156
CUST_01090,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_01091,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_01092,"Electronics, Home & Garden",Toys,0.2359,Sports,0.218,Beauty,0.2123
CUST_01093,"Beauty, Fashion, Food, Home & Garden, Toys",Sports,0.2269,Electronics,0.2155,Books,0.2124
CUST_01094,"Beauty, Home & Garden, Toys",Electronics,0.2252,Sports,0.2179,Food,0.2171
CUST_01095,"Electronics, Fashion, Home & Garden",Toys,0.229,Sports,0.2235,Books,0.2125
CUST_01096,"Electronics, Fashion",Sports,0.2287,Toys,0.2254,Books,0.2182
CUST_01097,"Books, Electronics, Fashion, Home & Garden, Sports",Toys,0.2248,Food,0.2157,Beauty,0.211
CUST_01098,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_01099,"Beauty, Electronics, Food, Sports",Toys,0.2232,Fashion,0.2139,Home & Garden,0.2119
CUST_01100,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01101,"Books, Home & Garden",Toys,0.2257,Electronics,0.2185,Fashion,0.2173
CUST_01102,"Electronics, Sports, Toys",Home & Garden,0.2246,Food,0.2238,Fashion,0.2169
CUST_01103,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_01104,"Books, Electronics, Home & Garden",Toys,0.229,Sports,0.2139,Fashion,0.2119
CUST_01105,"Beauty, Books, Electronics, Fashion, Food, Sports",Toys,0.2205,Home & Garden,0.21,,0.0
CUST_01106,"Books, Electronics, Fashion, Food, Home & Garden, Sports",Toys,0.2248,Beauty,0.2133,,0.0
CUST_01107,"Beauty, Books, Fashion, Food",Sports,0.2262,Toys,0.2164,Electronics,0.2076
CUST_01108,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_01109,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_01110,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_01111,"Beauty, Books, Fashion, Food, Sports",Toys,0.2175,Electronics,0.2107,Home & Garden,0.2071
CUST_01112,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_01113,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_01114,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_01115,"Beauty, Books, Fashion",Sports,0.2195,Food,0.2184,Toys,0.2137
CUST_01116,"Books, Electronics, Home & Garden, Sports",Toys,0.2272,Fashion,0.2175,Food,0.2157
CUST_01117,Food,Sports,0.2463,Beauty,0.2249,Toys,0.2246
CUST_01118,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_01119,"Electronics, Sports",Toys,0.2288,Food,0.2234,Home & Garden,0.2187
CUST_01120,"Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2173,Beauty,0.2149,Books,0.2143
CUST_01121,"Fashion, Toys",Sports,0.2282,Home & Garden,0.2236,Food,0.2202
CUST_01122,"Food, Toys",Sports,0.2341,Home & Garden,0.219,Electronics,0.2181
CUST_01123,"Beauty, Fashion",Sports,0.2265,Food,0.2203,Books,0.2156
CUST_01124,"Electronics, Home & Garden, Toys",Sports,0.2193,Beauty,0.2117,Books,0.2097
CUST_01125,Beauty,Food,0.2249,Sports,0.2185,Electronics,0.2159
CUST_01126,"Beauty, Home & Garden, Sports, Toys",Electronics,0.2246,Food,0.2244,Fashion,0.2162
CUST_01127,"Food, Home & Garden",Toys,0.2305,Sports,0.2297,Beauty,0.2168
CUST_01128,"Beauty, Fashion, Food, Toys",Sports,0.2303,Books,0.2152,Home & Garden,0.2144
CUST_01129,"Beauty, Books, Electronics, Fashion, Home & Garden, Sports, Toys",Food,0.2183,,0.0,,0.0
CUST_01130,"Beauty, Books, Electronics, Fashion, Food, Home & Garden, Sports",Toys,0.2228,,0.0,,0.0
CUST_01131,"Books, Electronics, Food",Toys,0.2251,Sports,0.2249,Beauty,0.2161
CUST_01132,"Books, Fashion, Food, Home & Garden, Sports",Toys,0.2227,Beauty,0.2128,Electronics,0.2124
CUST_01133,"Books, Electronics, Food, Toys",Sports,0.2242,Home & Garden,0.2159,Beauty,0.2147
CUST_01134,"Food, Sports",Fashion,0.2251,Toys,0.2233,Beauty,0.2217
CUST_01135,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_01136,"Electronics, Fashion, Sports",Toys,0.2242,Food,0.2209,Home & Garden,0.2161
CUST_01137,"Beauty, Books, Fashion",Sports,0.2195,Food,0.2184,Toys,0.2137
CUST_01138,"Beauty, Food, Home & Garden",Sports,0.226,Toys,0.2239,Electronics,0.2136
CUST_01139,"Beauty, Fashion, Food, Toys",Sports,0.2303,Books,0.2152,Home & Garden,0.2144
CUST_01140,"Beauty, Electronics, Food, Sports",Toys,0.2232,Fashion,0.2139,Home & Garden,0.2119
CUST_01141,"Beauty, Books, Electronics",Toys,0.2205,Sports,0.2157,Food,0.2133
CUST_01142,"Electronics, Fashion, Food, Home & Garden",Sports,0.2292,Toys,0.2279,Beauty,0.2135
CUST_01143,"Home & Garden, Toys",Electronics,0.2299,Sports,0.2176,Food,0.2131
CUST_01144,Toys,Home & Garden,0.2363,Electronics,0.2355,Food,0.2246
CUST_01145,"Beauty, Electronics, Fashion, Food, Sports",Toys,0.2216,Books,0.2128,Home & Garden,0.2118
CUST_01146,"Beauty, Books, Electronics, Home & Garden",Toys,0.2244,Sports,0.215,Food,0.2104
CUST_01147,"Beauty, Fashion, Food, Sports, Toys",Electronics,0.2152,Home & Garden,0.2142,Books,0.2133
CUST_01148,Sports,Food,0.2463,Fashion,0.2344,Electronics,0.2229
CUST_01149,"Books, Sports",Food,0.2304,Fashion,0.229,Toys,0.2186
CUST_01150,"Beauty, Books, Home & Garden, Sports",Food,0.2218,Toys,0.221,Electronics,0.219
CUST_01151,"Fashion, Home & Garden, Toys",Sports,0.2232,Electronics,0.2203,Food,0.214
CUST_01152,"Books, Electronics, Home & Garden, Sports, Toys",Food,0.2175,Fashion,0.2171,Beauty,0.2123
CUST_01153,"Books, Food",Sports,0.2259,Toys,0.2199,Fashion,0.2197
CUST_01154,"Beauty, Books, Electronics, Sports, Toys",Food,0.2222,Home & Garden,0.2167,Fashion,0.2157
CUST_01155,"Books, Food, Home & Garden, Sports",Toys,0.2245,Fashion,0.2212,Electronics,0.2152
CUST_01156,"Books, Fashion, Sports",Food,0.2255,Toys,0.2175,Electronics,0.2123
CUST_01157,"Beauty, Books, Fashion, Sports, Toys",Food,0.2252,Electronics,0.2176,Home & Garden,0.2141
CUST_01158,"Fashion, Home & Garden",Toys,0.2257,Sports,0.2238,Electronics,0.2127
CUST_01159,"Books, Fashion, Food",Sports,0.2288,Toys,0.2183,Beauty,0.2123
CUST_01160,"Books, Electronics, Food, Home & Garden",Toys,0.2279,Sports,0.222,Beauty,0.2143
CUST_01161,"Electronics, Food, Home & Garden, Toys",Sports,0.2261,Beauty,0.215,Books,0.2109
CUST_01162,"Beauty, Home & Garden",Toys,0.2235,Electronics,0.2201,Sports,0.2158
CUST_01163,"Beauty, Books, Fashion, Sports",Food,0.2253,Toys,0.2158,Electronics,0.2132
CUST_01164,"Books, Electronics, Fashion, Food, Toys",Sports,0.2262,Home & Garden,0.2149,Beauty,0.2127
CUST_01165,"Electronics, Toys",Home & Garden,0.2303,Sports,0.2225,Books,0.214
CUST_01166,"Electronics, Food",Sports,0.2346,Toys,0.2301,Beauty,0.2204
CUST_01167,"Books, Fashion",Sports,0.22,Toys,0.2152,Food,0.2151
CUST_01168,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_01169,"Beauty, Books, Fashion",Sports,0.2195,Food,0.2184,Toys,0.2137
CUST_01170,"Beauty, Books, Electronics, Fashion, Food, Sports, Toys",Home & Garden,0.2138,,0.0,,0.0
CUST_01171,"Food, Home & Garden",Toys,0.2305,Sports,0.2297,Beauty,0.2168
CUST_01172,"Beauty, Food, Sports",Toys,0.2191,Fashion,0.2182,Electronics,0.2131
CUST_01173,"Books, Fashion, Food, Home & Garden, Sports, Toys",Electronics,0.2162,Beauty,0.2125,,0.0
CUST_01174,"Books, Food, Home & Garden",Toys,0.2254,Sports,0.2217,Fashion,0.2168
CUST_01175,"Fashion, Sports",Food,0.231,Toys,0.2186,Books,0.2146
CUST_01176,"Fashion, Food, Sports",Toys,0.2206,Beauty,0.2159,Books,0.2145
CUST_01177,"Fashion, Home & Garden, Toys",Sports,0.2232,Electronics,0.2203,Food,0.214
CUST_01178,"Beauty, Home & Garden, Toys",Electronics,0.2252,Sports,0.2179,Food,0.2171
CUST_01179,"Books, Toys",Electronics,0.2242,Food,0.2195,Fashion,0.2194
CUST_01180,"Sports, Toys",Food,0.2355,Electronics,0.2292,Fashion,0.2248
CUST_01181,"Electronics, Home & Garden, Sports",Toys,0.2313,Food,0.2162,Fashion,0.2155
CUST_01182,"Beauty, Home & Garden, Sports",Food,0.2243,Toys,0.223,Electronics,0.221
CUST_01183,"Books, Electronics, Fashion, Home & Garden, Sports",Toys,0.2248,Food,0.2157,Beauty,0.211
CUST_01184,Home & Garden,Toys,0.2363,Electronics,0.2243,Sports,0.2131
CUST_01185,"Home & Garden, Sports",Toys,0.2291,Food,0.224,Electronics,0.2236
CUST_01186,"Beauty, Books, Food, Home & Garden, Sports",Toys,0.2217,Fashion,0.2178,Electronics,0.2153
CUST_01187,Fashion,Sports,0.2344,Books,0.2236,Food,0.2157
CUST_01188,"Electronics, Fashion, Home & Garden",Toys,0.229,Sports,0.2235,Books,0.2125
